http://linkedgeodata.org/triplify/node424298311	Иран
http://linkedgeodata.org/triplify/node424298326	Турция
http://linkedgeodata.org/triplify/node424310601	Албания
http://linkedgeodata.org/triplify/node424310680	Свазиленд
http://linkedgeodata.org/triplify/node424310758	Сент-Китс и Невис
http://linkedgeodata.org/triplify/node424310875	Ангола
http://linkedgeodata.org/triplify/node424310982	Бурунди
http://linkedgeodata.org/triplify/node424311028	Бутан
http://linkedgeodata.org/triplify/node424311104	Чили
http://linkedgeodata.org/triplify/node424311151	Кабо-Верде
http://linkedgeodata.org/triplify/node424311237	Фолклендские Oстрова
http://linkedgeodata.org/triplify/node424311244	Микронезия
http://linkedgeodata.org/triplify/node424311252	Габон
http://linkedgeodata.org/triplify/node424311328	Гайана
http://linkedgeodata.org/triplify/node424311353	Хорватия
http://linkedgeodata.org/triplify/node424311521	Казахстан
http://linkedgeodata.org/triplify/node424311565	Шри-Ланка
http://linkedgeodata.org/triplify/node424311573	Либерия
http://linkedgeodata.org/triplify/node424311641	Мальдивы
http://linkedgeodata.org/triplify/node424311645	Малави
http://linkedgeodata.org/triplify/node424311658	Мозамбик
http://linkedgeodata.org/triplify/node424311662	Намибия
http://linkedgeodata.org/triplify/node424311675	Нигер
http://linkedgeodata.org/triplify/node424311679	Остров Норфолк
http://linkedgeodata.org/triplify/node424311738	Руанда
http://linkedgeodata.org/triplify/node424311802	Эль-Сальвадор
http://linkedgeodata.org/triplify/node424311806	Сирия
http://linkedgeodata.org/triplify/node424311814	Острова Тёркс и Кайкос
http://linkedgeodata.org/triplify/node424311827	Того
http://linkedgeodata.org/triplify/node424311848	Тонга
http://linkedgeodata.org/triplify/node424311883	Ватикан
http://linkedgeodata.org/triplify/node424311890	Венесуэла
http://linkedgeodata.org/triplify/node424311942	Индонезия
http://linkedgeodata.org/triplify/node424311955	Маршалловы Острова
http://linkedgeodata.org/triplify/node424312026	Гренландия
http://linkedgeodata.org/triplify/node424312044	Фарерские острова
http://linkedgeodata.org/triplify/node424313277	Швеция
http://linkedgeodata.org/triplify/node424313406	Республика Кипр
http://linkedgeodata.org/triplify/node424313428	Сингапур
http://linkedgeodata.org/triplify/node424313451	Япония
http://linkedgeodata.org/triplify/node424313466	Вануату
http://linkedgeodata.org/triplify/node424313591	Ямайка
http://linkedgeodata.org/triplify/node424313675	Азербайджан
http://linkedgeodata.org/triplify/node424313730	Боливия
http://linkedgeodata.org/triplify/node424313734	Бразилия
http://linkedgeodata.org/triplify/node424313751	Ботсвана
http://linkedgeodata.org/triplify/node424313760	Канада
http://linkedgeodata.org/triplify/node424313764	Кокосовые (Килинг) острова
http://linkedgeodata.org/triplify/node424313803	Чехия
http://linkedgeodata.org/triplify/node424313823	Фиджи
http://linkedgeodata.org/triplify/node424313832	Эстония
http://linkedgeodata.org/triplify/node424313836	Гана
http://linkedgeodata.org/triplify/node424313853	Экваториальная Гвинея
http://linkedgeodata.org/triplify/node424313903	Кения
http://linkedgeodata.org/triplify/node424313936	Кувейт
http://linkedgeodata.org/triplify/node424314005	Монтсеррат
http://linkedgeodata.org/triplify/node424314088	Пакистан
http://linkedgeodata.org/triplify/node424314123	Сьерра-Леоне
http://linkedgeodata.org/triplify/node424314145	Индия
http://linkedgeodata.org/triplify/node424314276	Таджикистан
http://linkedgeodata.org/triplify/node424314335	Танзания
http://linkedgeodata.org/triplify/node424314631	Колумбия
http://linkedgeodata.org/triplify/node424314691	Кот-д’Ивуар
http://linkedgeodata.org/triplify/node424314784	Исландия
http://linkedgeodata.org/triplify/node424314830	Россия
http://linkedgeodata.org/triplify/node424315267	Лесото
http://linkedgeodata.org/triplify/node424315291	Оман
http://linkedgeodata.org/triplify/node424315405	Гибралтар
http://linkedgeodata.org/triplify/node424315584	Австралия
http://linkedgeodata.org/triplify/node424315709	Болгария
http://linkedgeodata.org/triplify/node424315932	Камерун
http://linkedgeodata.org/triplify/node424316018	Египет
http://linkedgeodata.org/triplify/node424316022	Эритрея
http://linkedgeodata.org/triplify/node424316074	Гренада
http://linkedgeodata.org/triplify/node424316205	Ирак
http://linkedgeodata.org/triplify/node424316216	Иордания
http://linkedgeodata.org/triplify/node424316307	Лаос
http://linkedgeodata.org/triplify/node424316319	Сент-Люсия
http://linkedgeodata.org/triplify/node424316417	Молдова
http://linkedgeodata.org/triplify/node424316478	Мьянма
http://linkedgeodata.org/triplify/node424316493	Мавритания
http://linkedgeodata.org/triplify/node424316663	Нигерия
http://linkedgeodata.org/triplify/node424316671	Никарагуа
http://linkedgeodata.org/triplify/node424316758	Панама
http://linkedgeodata.org/triplify/node424317025	Сан-Марино
http://linkedgeodata.org/triplify/node424317039	Сомали
http://linkedgeodata.org/triplify/node424317315	Тунис
http://linkedgeodata.org/triplify/node424317372	Тувалу
http://linkedgeodata.org/triplify/node424317406	Уганда
http://linkedgeodata.org/triplify/node424317428	Узбекистан
http://linkedgeodata.org/triplify/node424317744	Мартиника
http://linkedgeodata.org/triplify/node424317935	Соединённые Штаты Америки
http://linkedgeodata.org/triplify/node432424926	Алжир
http://linkedgeodata.org/triplify/node432424929	Антигуа и Барбуда
http://linkedgeodata.org/triplify/node432424937	Бангладеш
http://linkedgeodata.org/triplify/node432424952	Камбоджа
http://linkedgeodata.org/triplify/node432424968	Дания
http://linkedgeodata.org/triplify/node432424972	Восточный Тимор
http://linkedgeodata.org/triplify/node432424981	Финляндия
http://linkedgeodata.org/triplify/node432424985	Грузия
http://linkedgeodata.org/triplify/node432424989	Греция
http://linkedgeodata.org/triplify/node432425015	Кирибати
http://linkedgeodata.org/triplify/node432425019	Латвия
http://linkedgeodata.org/triplify/node432425023	Ливия
http://linkedgeodata.org/triplify/node432425028	Мадагаскар
http://linkedgeodata.org/triplify/node432425032	Мальта
http://linkedgeodata.org/triplify/node432425036	Мексика
http://linkedgeodata.org/triplify/node432425040	Монголия
http://linkedgeodata.org/triplify/node432425041	Марокко
http://linkedgeodata.org/triplify/node432425060	Польша
http://linkedgeodata.org/triplify/node432425062	Катар
http://linkedgeodata.org/triplify/node432425063	Республика Конго
http://linkedgeodata.org/triplify/node432425064	Румыния
http://linkedgeodata.org/triplify/node432425070	Сент-Винсент и Гренадины
http://linkedgeodata.org/triplify/node432425075	Сенегал
http://linkedgeodata.org/triplify/node432425079	Словакия
http://linkedgeodata.org/triplify/node432425087	Суринам
http://linkedgeodata.org/triplify/node432425099	Китайская Республика
http://linkedgeodata.org/triplify/node432425116	Уругвай
http://linkedgeodata.org/triplify/node432425123	Замбия
http://linkedgeodata.org/triplify/node433483517	Ангилья
http://linkedgeodata.org/triplify/node433483519	Бермуды
http://linkedgeodata.org/triplify/node433483527	Коралловые острова
http://linkedgeodata.org/triplify/node433483540	Джерси
http://linkedgeodata.org/triplify/node433483552	Ниуэ
http://linkedgeodata.org/triplify/node433483572	Токелау
http://linkedgeodata.org/triplify/node437146363	Таиланд
http://linkedgeodata.org/triplify/node445970763	Черногория
http://linkedgeodata.org/triplify/node462226505	Французская Полинезия
http://linkedgeodata.org/triplify/node466507355	Абхазия
http://linkedgeodata.org/triplify/node506532878	Антарктика
http://linkedgeodata.org/triplify/node506535828	Американское Самоа
http://linkedgeodata.org/triplify/node506562044	Сен-Бартелеми
http://linkedgeodata.org/triplify/node607976629	Гуам
http://linkedgeodata.org/triplify/node823750101	Соломоновы острова
http://linkedgeodata.org/triplify/node838090640	Великобритания
